author,comments,reply_comments,reply_authors,update
谦恭平和之伊登,美的格力这两个月那是烂兄烂弟哦，都踩到了,,,10-13
富可如意de晓彤,上周73.53卖出部分，今天71.2接回来，再跌再接，等T,,,10-13
阿但地,根本没有量，现在的国家队是一定要量化操控的，而美的回购也是乐意低价慢慢回购。目前,,,10-13
阿士伯不是阿伯,白色家电的估值有点偏高了，就是卖卖热水壶电饭煲豆浆机养生壶等主要厨房电器，是刚需,,,10-13
As布,科创又红了有大资金护盘真好,,,10-13
As布,主力大资金转回来前必定大跌这边还在寻底中,,,10-13
我在逆回购躲牛市,68要来了爽,,,10-13
往事随风Jane,科技股又起来了，,,,10-13
股友d60myF7176,今天庄肯定先打压，再回购，多香啊,,,10-13
股友2t3526e170,回购的要爽吃了,,,10-13
股友0VX9929737,今天要回购爽了，照这个速度，回购马上结束了,,,10-13
哎呦喂1314,$美的集团(SZ000333)$,,,10-13
美的集团资讯,美的集团：融资余额62.05亿元，创历史新高（10-10）,,,10-13
杨程程123,到65吧，我半仓买你,,,10-13
daijiangnan1191,美的的库卡机器人要小心了啊！,,,10-13
股友khMm72,低开是跑不掉了、估计四个点差不多了、就看能不能V起来了,,,10-13
股友ziqLEK,美国出口为零，对美的影响有多大？,,,10-13
被割的老白菜,公司大规模回购100多亿，人家可是真金白银投入，大A找不出第二家如此规模的回购，,,,10-13
一直坚持着,闻泰事件对美的影响很大,,,10-13
三思再再行,美的明天能不能开在72元？相信不会开到70元及以下。,,,10-12
股友36T58009M1,200多亿买的库卡，小心点哦，看看闻泰科技,,,10-12
辉常英俊,大规模回购的股票不会差,,,10-12
股友9fe1866952,一想到明天要跌停。就睡不着,,,10-12
恐龙抱鲤,后天到63不服来喷,,,10-12
锁镙丝韭特,明天至少跌8个点,,,10-12
沟庄猎手,我是学生，明天让我先跑。,,,10-12
哎呦喂1314,看看自主多么重要，跟外国人搞收购，随时被人掐脖子！库卡收购，结果技术和机密完全被,,,10-12
雄心勃勃之卡丽妲,$美的集团(SZ000333)$美的集团买的那个机器人感觉也不妙啊,,,10-12
退休后投资股市,看好4100点，很多股票短时间有上涨10%以上的潜力，当然短时间是指3~5个月左,,,10-12
甜美的唐昀棋,明天清仓科技，来一部分到美的吃股息，希望给个不错的价格,,,10-12
股友y80k729788,养元饮品和美的在存储芯片领域的投资情况有所不同。养元饮品占长江存储的股份比例与美,,,10-12
枫林听雨雨雨,下周靠你扛大旗了,,,10-12
飞龙在天财源滚滚,牛市你都没涨,,,10-12
飞龙在天财源滚滚,$美的集团(SZ000333)$,,,10-12
美的集团资讯,京东“双十一”打响 美的酷省电系列空调登榜细分领域冠军,,,10-12
股友z02133a378,只要你长线持有，短期涨跌就不用焦虑了，毕竟震荡一年了，配合回购完成后股价至少90,,,10-12
锁镙丝韭特,周一全完了，准备抢跑,,,10-12
杨程程123,都是想周一抄底的，先砸下去故意拉起来诱多，然后后面几天一通闷杀,,,10-12
Lersda,美的这个公司还是有些不那么确定。家里洗衣机蒸烤箱空调都有他的，但是用起来感觉质量,,,10-12
杨程程123,在65元位置和你打战略决战,,,10-12
股友h2T6339177,自从买了美的洗衣机，不是停工就是坏，垃圾美的什么都做没一样做得好，看到家里这个没,,,10-12
股友h2T6339177,美的洗衣机，坏几次了，里面的滚筒都坏了,,,10-12
美的被套五百年,买老登，听老登，相信老登,,,10-12
哎呦喂1314,周一只怕要8个点以上。,,,10-11
股友639966R33d,既然那么肯定他会跌，那就是融券呗,,,10-11
股友ziqLEK,出口企业有雷暴,,,10-11
热情似火的华琦,周一瑟瑟发抖了，躲过了4月7，这下满仓撞上了,,,10-11
俊逸超凡的宋慈,下周该你动一动了,,,10-11
无理头玩股票,前几天我说70以下，谁说我想得美，周一美不美,,,10-11
ljl1967102291,美的产品有5%从国内出口美国，影响大吗？,,,10-11
给我梭,大盘大跌有利于有业绩的大票，避险资金全部来！科技跑的钱，势必到绩优蓝筹股来！大家,,,10-11
阿但地,星期一国家队肯定拼命砸盘的，个人判断美的下跌6%，就看美的回购金额了，大概率为低,,,10-11
月月大涨,美的好像是何老板的！有责任心上到100了上一次看30多,,,10-11
股友362121q9Z2,湘电股份，军工加稀土，大家可以专注下,,,10-11
股友YMLE0J,丑的，大盘逆子,,,10-11
基民6V098375Z9,75.78进场的，直接当时打了半仓，周一有必要满仓美的降成本么,,,10-11
fslailai,之所以叫黑天鹅事件是因为之前没见过，人们感觉离了大谱。再来一次也就不必惊讶了。,,,10-11
境随心生,你的对得起我,,,10-11
杨程程123,跌到65再加点,,,10-11
哎呦喂1314,周五后悔踏空，现在暗自庆幸。,,,10-11
股友2t3526e170,不是，你怎么天天回购啊？,,,10-11
股友9fe1866952,我是老人。后天让我先跑。,,,10-11
松松红透半边天,不懂就问，明年家电停止补贴的话，对美的有影响吗,,,10-11
糖火烧,全球灯塔工厂-美的集团,,,10-11
股友m9SHaw,67元左右，不要yy，不要幻想！避险？把自己骗得啥都信了！,,,10-11
股友z02133a378,养兵千日用兵一时，让你无厘头跌十几天，就是为了这一时,,,10-11
回本_就销户,周一希望美的逆势拉红弥补我其它票的亏损美的占我4层仓，其它6层仓估计-5%是跑不,,,10-11
股友9fe1866952,跌停价挂上了。希望周一跌停开盘,,,10-11
寂寞的守夜41452,铜跌了，看他涨不涨,,,10-11
给我梭,大盘闪跌避险资金会迅速进高股息股防守,,,10-11
luckWill,说的这么清楚，两个回购方案都没结束。解读,,,10-11
骑扬民丰地袁承志,股票回购会注销嘛,,,10-11
股友ziqLEK,周一出口股要跌了,,,10-11
大明铁粉除螨能手钟汉洁,周一美的涨，红利股，证券股集体护盘,,,10-11
美的被套五百年,老登啊，轮到你护盘了，加油，压指数的时候天天砸，护指数的时候不能也砸吧,,,10-11
股友z02133a378,你是龙还是虫，下周见分晓。,,,10-11
美的集团资讯,美的与华为共筑产业“第二增长曲线” 智能家居撬动万亿市场,,,10-11
美的被套五百年,下周拉老登股控指数装一波，反正你们绝对控盘不如让国外那帮对A股刮目相看，也能让其,,,10-11
让我赚点啊,周一靠你了，来个涨停,,,10-11
嘻哈的天空0397,外围大跳水，周一靠你表现了,,,10-11
抵拢倒拐611,周一起来护盘。,,,10-10
股友ieqYID,周一会跟大盘下跌？,,,10-10
乐呵呵wang,在牛市绩优分红股集体熊的过程中，只能每日一T来解闷,,,10-10
阿但地,很明显，美的流水线智能机器人化越来越快了，员工少了32000人,,,10-10
股友6606T1A379,牛逼！好公司就是财大气粗回购！炒作概念的公司就是套现减持卖公司坑散户！给美的集团,,,10-10
阳光的丁晨光,港股为什么比这个股价高那么多，正常的话都是A股比H股高才对啊？,,,10-10
股友ziqLEK,两次回购计划加起来，65亿到130亿，截止10月10日共68亿多，超过下限，离上,,,10-10
竹合安木,铜价格已经涨这么高了，美的是不是该卖掉了。,,,10-10
美的集团资讯,美的集团：已回购9734.57万股，使用资金总额71.09亿元,,,10-10
股友3N6828561F,美的今天回购了9999.8万元，希望美的回购早点完成能够补涨,,,10-10
美的集团资讯,美的集团:关于以集中竞价交易方式回购A股股份进展情况的公告,,,10-10
让我赚点啊,丢人，跌那么多就挤牙膏这么点，格绿都比你涨得多,,,10-10
上海小皮球,美的，你别这样每天挤牙膏似的回购了，你索性私有化吧,,,10-10
率直的万磁王,#收盘点评#,,,10-10
飞龙在天财源滚滚,大盘都十年新高了，唉,,,10-10
胜宏科技资讯,融资余额再创新高！融资客扫货名单曝光，科技龙头股年内涨超5倍,,,10-10
luckWill,美的集团持有即将上市的安得智联股权！安得智联估值起码可达500-600亿,,,10-10
luckWill,美的集团持有长鑫存储的股权。,,,10-10
股友xEfhaS,是不是真的？？？,,,10-10
stwinner,000333小美，真正的有实际应用的，机器人概念，业绩稳定优秀！不上200-30,,,10-10
Qilin1,不得了不得了，今天居然怒涨两毛,,,10-10
股友8o82025q75,还红了2毛，不错了,,,10-10
抵拢倒拐611,发不了贴呢？一直失败。,,,10-10
让我赚点啊,你是真的刑,,,10-10
股友6PN0581559,看好下周表现,,,10-10
股友2t3526e170,他甚至能翻绿绝了,,,10-10
低位买进优质股,三季报见分晓，虽然现在看起来很弱,,,10-10
快跑你打不过主力,美的的走势不做t可惜了,,,10-10
一枚老韭,没管住手，本来空仓又买了你，亏五毛钱了,,,10-10
基民6V098375Z9,你他喵的还能绿,,,10-10
股友3Y915C0532,你若不垮，天理难容！,,,10-10
股友3Y915C0532,看看格力，你活着干啥？！,,,10-10
牛气冲天木笛,好样的，棒棒的,,,10-10
股友1WT7023523,找董小姐去了,,,10-10
多财富贵的花满楼,大盘涨，这个跌，大盘跌，这个就在早上拉一波，然后阴跌，这样的操作持续1年了,,,10-10
乾龙神机,主力资金在70元之上横盘一年，尚未冲破80元，看来横有多长，竖就会有多高，坚信美,,,10-10
心细如尘的爱翔云,回本就销户,,,10-10
我在逆回购躲牛市,都说你挺不起来的啦乖乖的到68,,,10-10
大明铁粉除螨能手钟汉洁,消费等到明年起来,,,10-10
多财富贵的花满楼,咋还不绿,,,10-10
牛气冲天木笛,……,,,10-10
股友F0o7296177,额，寻思这该轮到白马了，上午就没卖，结果这玩意还是跳了果然是见高就t才是正道,,,10-10
阿但地,又是典型的国家队量化操控。早上拉高出货，下午打压下来买入，保持每天的仓位平衡又降,,,10-10
股友8o82025q75,可以绿起来了,,,10-10
股友ziqLEK,消费起不来啊，美的不涨啊，机构不认可美的科技含量，因为筹码扔了不少给散户朋友了，,,,10-10
心细如尘的爱翔云,这鬼东西每次买你都套,,,10-10
心细如尘的爱翔云,好差劲啊！美的！,,,10-10
无理头玩股票,红啊几分钱不如绿了算吧！贴牌哥,,,10-10
闲云野鹤wws,能挺几天？可能只是一日游,,,10-10
信念投资者,昨日下蹲为有人诱空捡筹码，今日暂做维稳主板指数工具，该股已经失去独立股性，看K线,,,10-10
有道理才好,~~~美的参股的长鑫科技已发布IPO辅导工作完成,,,10-10
韭皇巴飞特,贝莱德在加仓美的集团，长鑫科技在做上市辅导，美的集团有持仓,,,10-10
韭皇巴飞特,贝莱德在香港市场增持美的集团,,,10-10
极道仙兵,"比起国债，美的太友好了。前一段时间空仓美的，跑到国债去玩T+0,铩羽而归，全靠一",,,10-10
三思投资,轮也轮到你涨了吧,,,10-10
量化的算法小咖啡,红着已经不容易,,,10-10
股友m9SHaw,脏！,,,10-10
老实打工,老登股的尴尬就在于，小登股调整的时候，老登也涨不动,,,10-10
Qilin1,下来吧，别挣扎，别硬撑，你就这德行！,,,10-10
多财富贵的花满楼,咋就还不绿呢，,,,10-10
坚十一郎,你真是牛逼，三大指数涨时你跌，三大指数跌时你涨，玩呢,,,10-10
基民R3O8806726,十五五新质生产力智慧工厂灯塔工厂机器人养老能没库卡的事儿？全押在点上了,,,10-10
Qilin1,夕阳产业，垂垂老矣，停滞不前，亟待转型升级！,,,10-10
牛气冲天木笛,今天可以站上5日线吗？,,,10-10
股友3N6828561F,最近在股吧发现一个现象，许多美的老股民纷纷清仓美的，而新进股民越来越多，这些新进,,,10-10
多财富贵的花满楼,咋还不绿呢，,,,10-10
股友d60myF7176,快下来吧，都去买半导体，我还没上车呢,,,10-10
廖得远,美的神团？,,,10-10
远胜资本,我看好未来手术机器人布局,,,10-10
As布,做t刚卖了一半来吧看谁熬过谁,,,10-10
小橙橙宝宝,别忘了美的还有全球第四的工业机器人库卡,,,10-10
大哥快红,被洗掉了。倒在黎明前,,,10-10
股友T5dQnm,卖了你就涨？这么会玩？,,,10-10
Xxy89757,，看错股，原价买原价卖，亏了手续费,,,10-10
As布,伪科技不倒这玩意儿起不来,,,10-10
多财富贵的花满楼,一会就绿，这个套路3年了，主力每天做T,,,10-10
股友056F7l7302,真的好搞笑,,,10-10
股友sdQKgR,看笑了，大盘要翻红你就下来了,,,10-10
多财富贵的花满楼,不做T，一会就等着绿吧，每天都这样的，主力在做T,,,10-10
大哥快红,卖飞了,,,10-10
阿但地,今天目前没有放量,,,10-10
老实打工,今天老登反弹,,,10-10
快跑你打不过主力,主力大哥再带兄弟们冲一次吧,,,10-10
手撕鸡摩天轮,一看家电3巨头开始涨，我就知道大盘开始绿了,,,10-10
我在逆回购躲牛市,给我下来啊你上去干嘛,,,10-10
As布,伪科技跌这个才能涨那么一点点,,,10-10
fslailai,说实话它绿的时候没什么，难得红一天真的很想跑，牢笼待够了，外面广阔天地大有作为,,,10-10
股友8o82025q75,你一红，其他股都挂了,,,10-10
fslailai,必绿,,,10-10
机灵聪慧的邱靖娴,灯塔工厂概念股,,,10-10
fslailai,港股暴跌,,,10-10
美的集团资讯,美的集团：融资余额61.48亿元，创历史新高（10-09）,,,10-10
老哲爱折腾,买的这个怎么样？？,,,10-10
股友m9SHaw,75,,,10-10
股友khMm72,明天科技股回调、美的跟着跌、都不用看、开盘下杀,,,10-09
坐顺风车捡漏,科陆涨这么猛你也不知道喝口汤,,,10-09
基民9mD0097857,别说跟科技股比，老登股里面，它也是最差的。,,,10-09
股友29Xx2f,美的投资是长鑫科技的股东之一。目前的美的，不仅仅是家电业务了。美的迟早会爆发的。,,,10-09
股友2369Y861v9,盘后，铜继续猛涨，没完没了拉,,,10-09
股友2369Y861v9,今天跟着大盘没跌，铜价大涨的利空并没完全消化啊,,,10-09
初学散散户,美的与大多数绩优蓝筹股不一样，未来几年业绩还是有保证，应该会有小幅增长，看好他在,,,10-09
股友2L8567616O,美的现在最可怕的是每天开盘就惯性下跌，完全不给散户信心，是每天！,,,10-09
股友i1986851o1,都别怨气了！种种迹象表明美的筑底已经完成，即将开启上涨的路程。勿谓言之不预！,,,10-09
股友3N6828561F,今天打压了一天，才回购了1.5亿元，难道美的主力认为现在的股价还不够便宜吗,,,10-09
金龙腾泗海,你说到重点了 [赞][赞][赞],,,10-09
股息复投Plus,今天格力都涨了，你还不涨，过分了,,,10-09
正义之堂吉诃德,这货是哪个板块的？我真懵了,,,10-09
财经小师妹儿,留着吃股息，长线投资，不卖了,,,10-09
股友QmHtg7,贵司是不是只有一个空壳了?可以说没有一点社会责任。每天入住人心惶惶，拒绝购买所有,,,10-09
