author,comments,reply_comments,reply_authors,update
田间茶园,"来个10送1000股实一下保证都抢！好好学学英伟达#段永平、紫金陈“力挺""茅台，",,,06-18
飞天诚信888,很简单，屁股决定脑袋,,,06-18
股狼皇,"我准备好一亿元买芽台股票？前题是每股80元？#段永平、紫金陈“力挺""茅台，怎么看",,,06-18
天高云淡001,大佬们，可以多买点茅台，囤着,,,06-18
家财满斗得何书桓,"重仓茅台的人力挺茅台还能怎么看，这些人其实是潜在的空头#段永平、紫金陈“力挺""茅",,,06-18
李晓春雨,"一天三顿伟哥，看看你能挺多久#段永平、紫金陈“力挺""茅台，怎么看？#",,,06-18
大吉发财de武则天,"人家2600都没有卖，还现在她跌吗#段永平、紫金陈“力挺""茅台，怎么看？#",,,06-18
孤山松子,价格太高了！当初一百元都没能下定决心，这个价位更加下不来决心！#段永平、紫金陈“,,,06-18
杭州财霸,"#段永平、紫金陈“力挺""茅台，怎么看？#紫金陈看病都会被忽悠，他的话有可信度吗？",,,06-18
智者为胜者,拿钱帮人唱多，就这么看,,,06-18
守住繁华耐得寂寞,呵呵，找接盘侠？？茅台股价年内都会到达1000以内！拭目以待！！#段永平、紫金陈,,,06-18
股中作乐的人,不是贵不贵的问题，是买不起的问题，你弄个转送把价格降低到10元以内试试#段永平、,,,06-18
A0雷神,"有钱了玩的，任性#段永平、紫金陈“力挺""茅台，怎么看？#",,,06-18
有幽默感的武键13,"出不来了呗#段永平、紫金陈“力挺""茅台，怎么看？#",,,06-18
黑白白黑,套牢了呗！赚钱的好事儿能轮得到我们吗？,,,06-18
五年做一千万,"你挺你就买上几百亿让我们看看#段永平、紫金陈“力挺""茅台，怎么看？#",,,06-18
愿赌服输123,"消费今年估计都不会太好#段永平、紫金陈“力挺""茅台，怎么看？#",,,06-18
股市娶款机,我是怎么看的，听我说哦，他被套住了！大家觉得呢，欢迎评论区留言，哈哈。#段永平、,,,06-18
阿搭宝,问题的核心是别人是什么价位进去的？,,,06-18
账户已注销,台子股价值多少？怎么有人问那么禺蠢的问题，千金难买心头好，市场有价，酒无价，爱酒,,,06-17
账户已注销,民以食为天，钱不钱无所谓，就喜欢喝台子，10w一瓶我也买#茅台酒价杀跌，原因是啥,,,06-17
股友7yWZ7n,白酒年轻人都是不喝了。确实致肝癌。己是危险源了。快跑啊#茅台酒价杀跌，原因是啥？,,,06-17
刻苦耐劳得艾维斯,一瓶酒而已。。有科技厉害#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
股市韭菜2021,股价崩，资金抱团有大的不坚定的，就下了,,,06-17
股市韭菜2021,国外没有屯酒的，也没有炒酒的。也是国内价格零头。,,,06-17
股市韭菜2021,以前茅台酒，并不是不够喝，都是屯酒的炒作起来的。年份酒价格炒作成风，比买银行理材,,,06-17
沽一条船,600元比较合理#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
股友21G8093Z30,太贵#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
人aa,茅台缩股到5000元。,,,06-17
ayoumo,五年珍藏起步500元，一年加一百。#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
股友msYqgA,应该再跌#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
西南风狂牛,蛋冰冰还在叫大家把赛力斯卖了来买毛台不？继续叫呀。。。。。,,,06-17
诚实的冬清蓝5,700元#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
开心就好1974,神仙打架。普通老百姓不要碰#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
n957813728148436,168元才是真正的价格，适合大众消费。#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
爱狐狸股,大家想一想。毛利率94.12%，已经是天花板了。,,,06-17
Backfire,套傻了吧，缩股啊，拆什么，怕什么，在畏惧什么啊#但斌建议茅台拆股，股友们怎么看？,,,06-14
股友ZgqZVL,就是你们这些所谓的大师给吹上去的，拆个屁股，不就是一个白酒吗，所以，哎,,,06-14
股友t70939H265,国外800元瓶！所以应大降到千元以下！才合适！#茅台酒价杀跌，原因是啥？影响几何,,,06-17
见龙在股,但斌不是讲时间的玫瑰吗？分拆能给股东带来什么回报？不就是好炒股票吗？,,,06-14
Wildwheat,好，好，好。一股拆成一千股，每股变成1.6元，大便宜。必将有数千万早已望眼欲穿的,,,06-14
佛系理财5899,早就该拆股了，现在看着就门槛高，风险大,,,06-14
保持微笑的人,拆股以后跌得更快？？做空的股票更多了？？,,,06-14
既寿永昌受命于天,这只是一条乱吠的[旺柴],,,06-14
股友t70939H265,1000元以下可以买点！#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
账户已注销,这个但斌天天胡说八道，前面还说过量化对市场有好处#但斌建议茅台拆股，股友们怎么看,,,06-14
秋去冬来收获季,蛋饼就是个笑话。茅台2600元的时候我就断言,,,06-14
想要飞天肩并肩,邪恶的资本，想套散户想钱都魔杖了,,,06-15
苍梧鹤,但斌就是一个投机客，本来没有对错，但一直号称价值投资就是在误导了。要求拆股不就是,,,06-15
爱上股息,卖不掉了，赚的都是纸上富贵,,,06-15
海边红柳,拆股相当于降低门槛。好处是参与者更多，活跃度更高；坏处是垄断性减弱，投机性更强。,,,06-16
武昌杨园的小散,这就是要套小散朋友了。呵呵。真是好主意啊。我！,,,06-15
hyp0088,又来老一套，把个茅台炒成火箭了，现在忽悠散户去做接盘侠了！,,,06-15
无辜的雪花510,反对，别让小散户接盘了,,,06-16
安139,想拆股拉高抛没门，现在酒没有机会了，基本都是套机构和大户,,,06-16
津恩煊堂,管好你自己的私募，少来骗散户接盘，拆股不就为了吸引更多散户买入吗，丧良心的建议,,,06-16
股友993R81H321,不能拆啊，这是一面旗帜，这是一个故事。,,,06-17
林中果,那些都是噱头，关键的是但斌之流的资本要双向买进茅台酒和茅台股票,,,06-17
股友139C8N3807,500元我买#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
子非鱼8888,跌跌不休,,,06-17
路易十六厘米,抄底,,,06-17
乳香山峰,600#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
与易同行199,不超过800元一瓶#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
冷静的哥斯拉,500#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
股往金来天天涨停,300元而已#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
放牛童,茅台1200元以下见。,,,06-17
远大的凤栖168,哎股各种走势除了哥呲几仁酒菜还有别的原因吗？#茅台酒价杀跌，原因是啥？影响几何？,,,06-17
红尘炼心688,180一瓶才正常#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
股友87F690989z,300#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
股小白_菜鸟靠猜,一瓶酒1400已经很贵了，收割国内韭菜。茅台不是喝的，利益的交易#茅台酒价杀跌，,,,06-17
红尾狐2,左手时光好玫瑰，右手茅台夜光怀？,,,06-17
股友TrFtEa0692,茅台跌倒1000以内没有疑问,,,06-17
穿梭宇宙爆米花,11块钱料酒#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
熊短三段突破擒牛,跌破1200#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
尼尼0312,700元每股才有资本愿意买入，这也是实际价值#茅台酒价杀跌，原因是啥？影响几何？,,,06-17
有想象力地姬娜,这个价格勉强接受了#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
嘚嘚哋唔离手,#茅台酒价杀跌，原因是啥？影响几何？#快啲反弹不然亏死,,,06-17
账户已注销,全部转让出售，1.#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
孤独的狼155,650元我在考虑#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
沪NB15021,兽主意,,,06-17
有决策力的耿焱19,炒作的黄牛太多，等他们离去才能恢复正常，投机取巧的太多，影响了股市真实性！#茅台,,,06-17
定香投资和旅游的,买酒，可以，保质如何#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
春暖花开股市红,酒业己无趋势，早已过了顶峰，走向夕阳，茅台将开始漫长下跌之路#茅台酒价杀跌，原因,,,06-16
梦里啥都有666,茅台应该10送30股了，把股价折下来，目前100股就16万多，买的起的人不多。#,,,06-16
开着房车去旅游1,定价太高。#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
股友6SGNAC,眼光放长远点，不要跟国内那些S///b基金经理和券商一样只看到眼前的利益，他们看,,,06-17
东财网友8731513447559178,应该在千元以下#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
富有利市得弗兰德,茅台现在有一些负面消息，但是1400我会尝试买一点。1200我会再加点仓。#茅台,,,06-17
富有利市得弗兰德,茅台股票很好，但是在目前的大盘形势下，高于1400肯定是偏贵的。#茅台酒价杀跌，,,,06-17
静心1972,260元一瓶可以接受#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
懒人炒股买了就睡,最多值200元，毕竟与科技无关，而且酒精喝多了伤身#茅台酒价杀跌，原因是啥？影响,,,06-17
n14269952487b0035031,高租500我都不买，现在人都赚不少钱了，还喝得起这么贵的酒吗#茅台酒价杀跌，原因,,,06-17
股友F6N5733169,茅台的高价其实是各方“主力”哄抬的结果，只是哄抬到高处后发现价格太高，散户无力接,,,06-17
基民5E6336361u,一直都没在合理价格之内。一千块钱都是高价了，结果炒到2000多。希望继续瞎炒[抓,,,06-17
阿里陆亚,出厂价不变，零售价越跌茅台利润越好！,,,06-17
股匠1994,1000#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
八方高雅得叶孤城,一瓶酒而已，100块都多#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
元宇宙点金,人家股东不同意,,,06-17
寂寞高手007,酒精是致癌物！,,,06-17
寂寞高手007,酒精是致癌物！,,,06-17
shihodai,600考虑#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
潭中Q鱼,如果同意拆股必须同意合股，也不至于现在这么多不满1元股退市,,,06-17
股友ah60930593,500以内#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
西西希辰,1400#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
路见不平板砖相助,建议1拆10000，然后低于1.0元退市[偷笑],,,06-17
有毅力的顾旋7,破1000我买#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
上海鑫哥,#茅台酒价杀跌，原因是啥？影响几何？#严重的抄作,,,06-17
守住繁华耐得寂寞,消灭千元股，A股才有未来！#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
牧日幽澜,8000#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
A股老鼠仓,1000以下#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
财运通四海,走也不是，留也不是，好难！,,,06-17
谦虚的姜晗8,现在拆股死得更快[大笑],,,06-17
股友E0T1hi,4一5百#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
韭菜有毒不能吃,800左右才是合理的股价#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
朋友一起来吧,从那里来回到那里去，必须的。#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
刘刘刘的号,998#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
天天向上好好,一瓶最多价值300#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
财源善贾de欧阳锋,升到200000[捂脸][捂脸]#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
wfl123546297,800#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
每日一V,要命#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
n14310010536a7b4,200#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
序乾利智攬鋥,1000元左右#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
股友3O8170Y579,没人接盘了，想到散户了#但斌建议茅台拆股，股友们怎么看？#,,,06-17
股友Dh11399890,没人买，成本低，售价高#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
鲁班七号七号,999合适#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
主升浪十天线,当年25块还认为贵，卖的，不是我一人，25块附近2003年一年。都是这样认为的,,,06-17
股友Z507598E52,散户买进，主力出货！,,,06-17
n607813419913896,准备逃了~,,,06-17
股友Yu92570678,茅台股价如果跌穿1000元，大家说说上证指数会跌到几点？#茅台酒价杀跌，原因是啥,,,06-17
健康股绳,酒文化还是要有的#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
还能持股一百年,800元6一股都嫌贵#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
麟020021,酒被人为加入了所谓金融属性，那还是酒吗？#茅台酒价杀跌，原因是啥？影响几何？#,,,06-17
勤劳善良的小散户,卖100嫌贵，你却高出1400的最低价，托！#茅台酒价杀跌，原因是啥？影响几何？,,,06-17
守住繁华耐得寂寞,超过1000，都是高估了！！！#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
东阳红6345,茅台现在的股价基本与散户无关，1500多一股，一手就要15万，如果拆股，比如一拆,,,06-16
坚韧的香光幻1,贵州茅台#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
我没钱吃饭了,就是一斤水加点高粱#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
股友m8dLkf,1拆100合适。,,,06-16
主升浪十天线,应该是公司评估后，主动退市。评估价回购所有股票。这些资金重新回到市场。,,,06-16
割韭菜炒蛋蛋,1拆10也要跌再跌50%！,,,06-16
肥猫第一,1000元以下！#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
浪里淘金8988,茅台酒的价格是被高官富豪的客观因素吹上去的，其价格和价值是不匹配的(就像前几年的,,,06-16
西瓜哥哥,500ml的变250ml。,,,06-16
大雪压青松hommu1,苹果能拆分正常，能给茅台拆分的不是一班出来的,,,06-16
京城侠影,低于1000元左右。#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
股友Ia2x9r,#茅台酒价杀跌，原因是啥？影响几何？#。',,,06-16
风风火火创,800#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
牛呢称,98％的利润，你说茅台能值几角几分？#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
Y神股民,高于十块，你买的任何价格都会亏#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
南部骑兵,600#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
牛熊一点爱,继续醉啊，基金经理说梦里什么都有，什么都能战胜。,,,06-15
n448113794229980,以前最低跌至800元左在，这次估计要到1000元左右。#茅台酒价杀跌，原因是啥？,,,06-16
愚者db千虑,白酒本身就是廉价品，能值多少钱？只有大茅下神坛了才能挪资金买其他股，#茅台酒价杀,,,06-16
有教养的飞心韵12,酒没有这个价值，全部都是有权有钱人炒起来的#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
股友529V878L87,800都太贵了，还2000#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
炒股蒙主,7#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
长满仓93,十倍市盈率，价格自己去算#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
有领导力的舒豪11,茅台极限能跌到1260吗？#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
满仓涨停是真的,600元股价，不能再多了#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
股友33v9289H75,白酒是咱们一直所有的，总需要一个作为品牌的打造#茅台酒价杀跌，原因是啥？影响几何,,,06-16
飘188,现在年轻人大部分都不喝白酒了，股价下跌实属正常。#茅台酒价杀跌，原因是啥？影响几,,,06-14
股友NaBS8q,茅台酒并不好喝的，只是个抄作，#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
道子炒股,好的股票根本不需要拆股，总股本要这么大没有太多实际意义。茅台的股本就是一种资源，,,,06-16
股友yS51HA7973,茅台拆股能拆成两个茅台？,,,06-16
温暖的张智妍,嘎嘎嘎#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
白忙呼,但斌急眼了，想套现跑路了，拆细股价下来了可以蒙人了。,,,06-16
热情的蓝之华4,一文不值。又不是可以为人类发展有作业的科技公司。一个可有可无的消费品被炒的那么高,,,06-15
啊小散啊,贵#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
老股民1992,到美国市场去建议：伯克希尔拆股（分割）,,,06-16
涨停250以123与2B,近几年酒需求急下降，以政策和人民的生活方式关系极大，有可能要下1000元#茅台酒,,,06-16
笑逐颜开的李小达,300元，想想一瓶好醋才卖多少钱？#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
股友Z1gIZJ,国家的强大靠的是军队和科技！消费品中的茅台酒价格和茅台股价在100元以下是最合适,,,06-16
乐呵呵得刺槐,一瓶酒，炒这么高。随着年轻一代的崛起，烟酒并不是他们的所爱，#茅台酒价杀跌，原因,,,06-16
股友Z1gIZJ,国家的强大靠的是军队和科技，而不是消费品的茅台酒！茅台酒的价格和茅台股价均应在1,,,06-16
恭喜腾达得傅红雪,#但斌建议茅台拆股，股友们怎么看？#人家拆股保证分红收益这茅台拆股是为了更多散户,,,06-16
灵动活泼的小兵,700元以下吧#茅台酒价杀跌，原因是啥？影响几何？#,,,06-16
n331613774910565,…#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
天天红szlxny,500#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
一路收阳168,喝啥酒都是为了醉#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
吉祥纳福得丘处机,纯技术看，茅台股份已经进入熊市了，熊市不言底。#茅台酒价杀跌，原因是啥？影响几何,,,06-15
刚进场小白,1000#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
mp99763678796945,百元已经是高诂了#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
n314713330718108,88#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
陆家嘴女狼,茅台新包装，可还行[笑哭][笑哭][笑哭]#但斌建议茅台拆股，股友们怎么看？#,,,06-14
山楂树,1400多人民币一股苹果，和1500多人民币一股茅台，你选择哪个？心知肚明了吧。,,,06-15
树林2018,200元一斤的酒精，已经很贵了，还卖2000?,,,06-15
找涨停板,茅台酒800元以内还是可以接受，#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
蓝海佛佑,没有科技含量，只是传统工艺，现年轻人不喜欢喝白酒，恐怕盛及必衰了#茅台酒价杀跌，,,,06-15
武昌杨园的小散,就是想套散户。呵呵。,,,06-15
股友8h2913p537,算个什么玩意,,,06-15
有领导力的舒豪11,2006年1600到800多，这次能到1400以下吗？我看应该到[微笑]#茅台酒,,,06-15
有领导力的舒豪11,极限能到1260吗？#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
变毛线,800一瓶顶天了#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
扬子慧,说明买盘力度不足，需要广大散户积极参与投资。爲何在2600多元一股的时候不说拆股,,,06-15
王润泽股哥,一鲸落，万物生！科技时代，茅台不应该价值那么高！#茅台酒价杀跌，原因是啥？影响几,,,06-15
股市的春天到了,茅台每瓶五百，不能再多了。随着一代代人的更新，年轻人喜欢烈酒的少了。#茅台酒价杀,,,06-14
yc54929,连根拔起,,,06-15
自律更自由,茅台价格只值400#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
韭菜援军,20年前茅台不到40元，经济回到20年前意味着股价也会回到20年前。#茅台酒价杀,,,06-15
N牛扭,忽悠不问,,,06-15
达意,巴菲特的股票是多少元？（折合人民币）,,,06-15
谈古论今202106,喝酒伤身#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
n141732203873343,成本多少钱呢？卖三千多，纯属抄作！#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
纯朴得金鱼,800应该合理#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
东财网友6885513848028332,100#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
花幽山月,160元#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
特靠谱6666,#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
股友IeN8C6,拆股与买房放宽利率下限一个道理不长好的韭菜也要割,,,06-15
嘉嘉股道,500元合理#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
股友L9A2932077,200元一瓶我都不要#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
温柔的彭淳美,这个就根本就不值这个价钱。最多100元。！！！#茅台酒价杀跌，原因是啥？影响几何,,,06-15
雄兴1365,拆股！降低股价，可以收割散户。私募的资金不如公募，私募成了公募的“散户”。所以他,,,06-15
期权玩家HaiHai,K线也会反映市场一些信息滴~！,,,06-15
建极绥猷,900#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
股友1R3163637f,啊,,,06-15
股友1R3163637f,出不去货，炒作失败，还有脸说拆细，咋不说10送100股？,,,06-15
陈胜超,3块一股差不多#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
思绪2,1000元左右#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
兄大无脑,这都是贵了#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
东风劲888,估计要破1000#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
股友hZIvY7,500也有点贵#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
股友30X3H68182,如果听但斌的，“茅王“要变”茅茅“。,,,06-15
股友6R23932R95,短期调整长期看好跟大家讲万科刘元声的故事,,,06-15
股友9gCRNJ,茅台涨跌就是房地产兴衰，大趋势一样！#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
陆逊陆伯言,我认为最多值1000元#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
价值投机交易,#茅台酒价杀跌，原因是啥？影响几何？#地产的持续萎靡不振，继而带动高端消费信心不,,,06-15
股友gSddNl,330#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
股友Y5j57C,比2000高#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
山涧流趟的小溪,88元人民币一瓶才是亲民的价格！#茅台酒价杀跌，原因是啥？影响几何？#,,,06-15
股友8812Q6o556,券商影子股黑马创投：一，南京高科：参股中信证券南京证券南京银行，参股股权价值12,,,06-15
四千点才是底,一千下方,,,06-15
笑吟吟的桑葚,100都不亏#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
牛车水24437,不值这个价。５００块,,,06-14
为焕发青春而投资,拆股为了让更多的人来为蛋总发大财接盘吗，简直就是太坏了！#但斌建议茅台拆股，股友,,,06-14
股友HXPnYd,#茅台酒价杀跌，原因是啥？影响几何？#治理的好了,,,06-14
常阳1969,拆股找韭菜,,,06-14
踏雪寻梅0726,直接一股拆成1500股，再跌一点到每股1元以下，坚持个20天就可以退市了，多好，,,,06-14
车车钱,茅台下跌有人管有的股连跌一个月无人问津[大笑]#茅台酒价杀跌，原因是啥？影响几何,,,06-14
老漁翁股票研究院,茅台神酒，，，喝了成仙,,,06-14
股友4zBFHO沙鱼,1300元到1千伍佰元左右。这就是二浪价。#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
稳健行天下,800#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
当雨飞时,茅台早晚跌破1000，矛时代已经结束了#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
静乐心宁,只值500元#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
静乐心宁,只值500元#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
沏杯开水泡美女,严重透支了，会慢慢走向熊途路#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
股友8V8716u206,800~900元#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
基民62782C210i,估计周期能涨到2600之上。#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
DMXC,688这价比较适合。#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
绪雄平安,20元，最多20元！#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
有自信的韵里城6,#茅台酒价杀跌，原因是啥？影响几何？#茅台价格赶紧跌到1元退市最合适，真不懂一个,,,06-14
股友7895Vz1399,#茅台酒价杀跌，原因是啥？影响几何？#70,,,06-14
股友0507MA6075,炒起来的东西终归下来#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
股友277182RG50,1400不一定会买，1600肯定贵了#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
偶然168888,不用拆，跌到155不等于拆了？,,,06-14
天雷无妄,不影响我喝假酒#茅台酒价杀跌，原因是啥？影响几何？#,,,06-14
此也五人陪,一股拆50股就好啦#但斌建议茅台拆股，股友们怎么看？#,,,06-14
美乐美乐,建议：股指期货及股指期权改为一季度交割。取缔量化交易（变幻T+0）及融券卖出！全,,,06-14
独行御侠,拆完股，喂韭菜[大笑],,,06-14
联合舰队宝总,一斤粮食10元不到一斤酒20元差不多,,,06-14
联合舰队宝总,房地产躺着赚钱的时代结束了，白酒必须死回归商品本身价值别以为是国企就能随意拉升,,,06-14
基民aqyHQo,一股拆成10股，让中小散户也喝点酱香型白酒！[捂脸],,,06-14
谦虚的新中平8,个人认为但斌的观点非常正确：拆股是广大小散也可以参与好股票，有利于培养A股价值投,,,06-14
幸福泉水504687798,屯酒的，总有一天会哭晕在厕所#茅台股价大跌！什么原因？能否抄底？#,,,06-14
对方正输入,蛋饼的意思是把蛋饼摊大，这样就能包更多的韭菜[呲牙]#但斌建议茅台拆股，股友们怎,,,06-14
股友d3hFUw2418,没必要，A股需要一只高价股，资金量大的投资者他不可能把资金投资在低价股上，这样风,,,06-14
birdred,拆了好出货#但斌建议茅台拆股，股友们怎么看？#,,,06-14
独立的扬子虎18,是嫌送股太慢所以要拆股#但斌建议茅台拆股，股友们怎么看？#,,,06-14
流水自从容,这货不是好人[成交]便宜了好让散户接盘#但斌建议茅台拆股，股友们怎么看？#,,,06-14
马上涨起,引入小散来#但斌建议茅台拆股，股友们怎么看？#,,,06-14
股友Ace,回购注销！,,,06-14
股友ynMrFv,小散们千万别接茅台啊！#但斌建议茅台拆股，股友们怎么看？#,,,06-14
云飞扬23,没人来接盘，这是玩不下去了吧！#但斌建议茅台拆股，股友们怎么看？#,,,06-14
畅想人生2,抄什么底呀？茅台还得跌。因为这个股不是小散能吃的，太贵。属于机构的专利。机构是一,,,06-12
生龙活虎的罗涛,面值退原来都经过多次送股。#但斌建议茅台拆股，股友们怎么看？#,,,06-14
日常芭比Q,拆股，，散户就可以进去接盘啦#但斌建议茅台拆股，股友们怎么看？#,,,06-14
渣渣一股民2291,现在买不起还亏不了……万一拆股后手贱买了怎么办？#但斌建议茅台拆股，股友们怎么看,,,06-14
股友007V516N97,在找接盘吓,,,06-14
股友007V516N97,在找接盘吓,,,06-14
价值波段投机,很快就到1000元内了，不用#但斌建议茅台拆股，股友们怎么看？#,,,06-14
hjm835907477,已经到了底部区域私募大佬都撑不住了[看空][惨!关灯吃面],,,06-14
金银河主,但斌是想卖茅台去买美股,,,06-14
势来势去此消彼长,拆了和中石油竞争股民吗？#但斌建议茅台拆股，股友们怎么看？#,,,06-14
jack_liuty,他怎么说都无所谓对错,,,06-14
tr112,茅五泸账面现金应该回购可以发挥巨大作用。拆股不拆股还无所谓。#但斌建议茅台拆股，,,,06-14
股友GqOyIa,对的，拆成1元一股，就现在这样下去看它能退市不。[俏皮],,,06-14
风云01470258,不能让他跑了,,,06-14
股友q6r0727737,让蛋留着吧！#但斌建议茅台拆股，股友们怎么看？#,,,06-14
板板野王,就是让蛋粉去接盘哪#但斌建议茅台拆股，股友们怎么看？#,,,06-14
股友7ylSlQ,没必要拆，用不了几年就不高了。#但斌建议茅台拆股，股友们怎么看？#,,,06-14
耐心是美德,茅台市盈率太高比五粮液高快一倍[哭]还有50%以上下跌空间,,,06-14
好财运AAL,涨价的时候，只有有钱人买得起。涨高了，拆股让中小股民去接盘。良心呢？,,,06-14
股友1818vY0697,已经形成天花板，没有故事续写，踏入慢慢的回归路。。。只能通过拆分、合并的方式，改,,,06-14
股友DTKDiV,建议拆股，建议贵州茅台大比例回收股份。以增强股东信心#但斌建议茅台拆股，股友们怎,,,06-14
